ScenActID,ParmID,ParmValue,ParmType,ScenarioID
5,10,3.35442429e+01,0,103
5,11,2.08179993e+02,0,103
5,12,6.98324023e+03,0,103
5,13,6.98324023e+03,0,103
0,1,2.00000000e+01,0,104
0,2,1.00000000e+00,0,104
0,3,5.50000000e+01,0,104
0,4,1.00000000e+00,0,104
0,5,1.00000000e+00,0,104
0,6,2.08179993e+02,0,104
0,7,1.34176970e+00,0,104
0,8,4.80353564e+03,1,104
0,9,1.79000000e+02,0,104
0,10,2.68353939e+01,0,104
0,11,2.08179993e+02,0,104
0,12,5.58659229e+03,0,104
0,13,5.58659229e+03,0,104
1,1,2.00000000e+01,0,104
1,2,1.00000000e+00,0,104
1,3,5.50000000e+01,0,104
1,4,1.00000000e+00,0,104
1,5,1.00000000e+00,0,104
1,6,2.08175003e+02,0,104
1,7,1.34180188e+00,0,104
1,8,4.80365088e+03,0,104
1,9,1.79000000e+02,0,104
1,10,2.68360386e+01,0,104
1,11,2.08175003e+02,0,104
1,12,5.58659229e+03,0,104
1,13,5.58659229e+03,0,104
2,9,1.79000000e+02,0,104
3,9,1.79000000e+02,0,104
4,9,1.79000000e+02,0,104
5,1,2.00000000e+01,0,104
5,2,3.49999994e-01,0,104
5,3,5.50000000e+01,0,104
5,4,1.00000000e+00,0,104
5,5,1.00000000e+00,0,104
5,6,2.08175003e+02,0,104
5,7,3.83371973e+00,0,104
5,8,1.37247168e+04,0,104
5,9,1.79000000e+02,0,104
5,10,7.66743927e+01,0,104
5,11,7.28612518e+01,0,104
5,12,5.58659229e+03,0,104
5,13,1.59616924e+04,0,104
6,9,1.79000000e+02,0,104
7,9,1.79000000e+02,0,104
0,9,2.50000000e+02,0,105
1,9,2.50000000e+02,0,105
2,1,2.00000000e+01,0,105
2,2,1.00000000e+00,0,105
2,3,5.50000000e+01,0,105
2,4,1.00000000e+00,0,105
2,5,1.00000000e+00,0,105
2,6,2.08175003e+02,0,105
2,7,2.34324431e+00,0,105
2,8,1.17162217e+04,0,105
2,9,2.50000000e+02,0,105
2,10,4.68648872e+01,0,105
2,11,2.08175003e+02,0,105
2,12,9.75609766e+03,0,105
2,13,9.75609766e+03,0,105
3,1,2.00000000e+01,0,105
3,2,1.00000000e+00,0,105
3,3,5.50000000e+01,0,105
3,4,1.00000000e+00,0,105
3,5,1.00000000e+00,0,105
3,6,2.08175003e+02,0,105
3,7,2.34324431e+00,0,105
3,8,1.17162217e+04,0,105
3,9,2.50000000e+02,0,105
3,10,4.68648872e+01,0,105
3,11,2.08175003e+02,0,105
3,12,9.75609766e+03,0,105
3,13,9.75609766e+03,0,105
0,2,1.00000000e+00,0,106
0,3,5.50000000e+01,0,106
0,4,1.00000000e+00,0,106
0,5,1.00000000e+00,0,106
0,6,2.08179993e+02,0,106
0,8,1.17159404e+04,1,106
0,9,2.50000000e+02,0,106
0,10,4.68637619e+01,0,106
0,11,2.08179993e+02,0,106
0,12,9.75609766e+03,0,106
0,13,9.75609766e+03,0,106
1,2,1.00000000e+00,0,106
1,3,5.50000000e+01,0,106
1,4,1.00000000e+00,0,106
1,5,1.00000000e+00,0,106
1,6,2.08179993e+02,0,106
1,8,1.17159404e+04,1,106
1,9,2.50000000e+02,0,106
1,10,4.68637619e+01,0,106
1,11,2.08179993e+02,0,106
1,12,9.75609766e+03,0,106
1,13,9.75609766e+03,0,106
2,9,2.50000000e+02,0,106
3,9,2.50000000e+02,0,106
4,9,2.50000000e+02,0,106
0,2,5.00000007e-02,0,107
0,3,5.50000000e+01,0,107
0,4,1.00000000e+00,0,107
0,5,1.00000000e+00,0,107
0,6,2.08179993e+02,0,107
0,8,1.52493203e+04,1,107
0,9,2.50000000e+02,0,107
0,10,6.09972992e+01,0,107
0,11,1.04089994e+01,0,107
0,12,6.34920898e+02,0,107
0,13,1.26984170e+04,0,107
1,2,5.00000007e-02,0,107
1,3,5.50000000e+01,0,107
1,4,1.00000000e+00,0,107
1,5,1.00000000e+00,0,107
1,6,2.08179993e+02,0,107
1,8,1.52493203e+04,1,107
1,9,2.50000000e+02,0,107
1,10,6.09972992e+01,0,107
1,11,1.04089994e+01,0,107
1,12,6.34920898e+02,0,107
1,13,1.26984170e+04,0,107
2,9,2.50000000e+02,0,107
3,9,2.50000000e+02,0,107
4,9,2.50000000e+02,0,107
5,9,2.50000000e+02,0,107
0,1,2.00000000e+01,0,108
0,2,6.10000014e-01,0,108
0,3,5.50000000e+01,0,108
0,4,1.00000000e+00,0,108
0,5,1.00000000e+00,0,108
0,6,2.08175003e+02,0,108
0,7,1.26199303e-02,0,108
0,8,6.56236420e+01,0,108
0,9,2.60000000e+02,0,108
0,10,2.52398610e-01,0,108
0,11,1.26986755e+02,0,108
0,12,3.20512810e+01,0,108
0,13,5.25430832e+01,0,108
1,1,2.00000000e+01,0,108
1,2,6.10000014e-01,0,108
1,3,5.50000000e+01,0,108
1,4,1.00000000e+00,0,108
1,5,1.00000000e+00,0,108
1,6,2.08175003e+02,0,108
1,7,1.26199303e-02,0,108
