NumericCas,CASNumber,ChemicalName,MW,PEL-TWA,PEL-TWAConvert,PEL-TWAmgm3,PEL-TWAmgm3Convert,NOTEPEL,PEL-STEL,PEL-STELConvert,PEL-STELmgm3,PEL-STELmgm3Convert,PEL-CL,PEL-CLConvert,PEL-CLmgm3,PEL-CLmgm3Convert,PEL-mpcfa,PEL-COMMENTS,REL-TWA,REL-TWAConvert,REL-TWAmgm3,REL-TWAmgm3Convert,NOTEREL,REL-STEL,REL-STELConvert,REL-STELmgm3,REL-STELmgm3Convert,REL-CL,REL-CLConvert,REL-CLmgm3,REL-CLmgm3Convert,RELFCC,REL-COMMENTS
75387,75-38-7,VINYLIDENE FLUORIDE,6.4040000000000006e+01,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,1.0000000000000000e+00,0,5.0000000000000000e+00,0,,USE 29 CFR 1910.1017.
75434,75-43-4,DICHLOROMONOFLUOROMETHANE,1.0292000000000000e+02,1.0000000000000000e+03,0,4.2000000000000000e+03,0,,,0,,0,,0,,0,,SYN - DICHLOROFLUOROMETHANE.,1.0000000000000000e+01,0,4.0000000000000000e+01,0,,,0,,0,,0,,0,,SYN - DICHLOROFLUOROMETHANE.
75445,75-44-5,PHOSGENE,9.8909999999999997e+01,1.0000000000000001e-01,0,4.0000000000000002e-01,0,,,0,,0,,0,,0,,SYN - CARBONYL CHLORIDE.,1.0000000000000001e-01,0,4.0000000000000002e-01,0,,,0,,0,2.0000000000000001e-01,0,8.0000000000000004e-01,0,,SYN - CARBONYL CHLORIDE.  VALUE BASED ON 15 MINUTES.
75456,75-45-6,CHLORODIFLUOROMETHANE,8.6469999999999999e+01,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+03,0,3.5000000000000000e+03,0,,1.2500000000000000e+03,0,4.3750000000000000e+03,0,,0,,0,,NONE.
75478,75-47-8,IODOFORM,,,0,,0,,,0,,0,,0,,0,,,5.9999999999999998e-01,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
75503,75-50-3,TRIMETHYLAMINE,5.9130000000000003e+01,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+01,0,2.4000000000000000e+01,0,,1.5000000000000000e+01,0,3.6000000000000000e+01,0,,0,,0,,NONE.
75525,75-52-5,NITROMETHANE,6.1049999999999997e+01,1.0000000000000000e+02,0,2.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
75558,75-55-8,PROPYLENE IMINE,5.7109999999999999e+01,2.0000000000000000e+00,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+00,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
75569,75-56-9,PROPYLENE OXIDE,5.8090000000000003e+01,1.0000000000000000e+02,0,2.4000000000000000e+02,0,,,0,,0,,0,,0,,"SYN - 1,2-EPOXYPROPANE.",,0,,0,,,0,,0,,0,,0,,"SYN - 1,2-EPOXYPROPANE.  LOWEST FEASIBLE CONCENTRATION (8.4 PPM LIMIT OF QUANTITATION)."
75616,75-61-6,DIFLUORODIBROMOMETHANE,,1.0000000000000000e+02,0,8.6000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,8.6000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
75638,75-63-8,TRIFLUOROBROMOMETHANE,1.4891999999999999e+02,1.0000000000000000e+03,0,6.1000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+03,0,6.1000000000000000e+03,0,,,0,,0,,0,,0,,NONE.
75650,75-65-0,TERT-BUTYL ALCOHOL,7.4140000000000001e+01,1.0000000000000000e+02,0,3.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,3.0000000000000000e+02,0,,1.5000000000000000e+02,0,4.5000000000000000e+02,0,,0,,0,,NONE.
75694,75-69-4,FLUOROTRICHLOROMETHANE,1.3736000000000001e+02,1.0000000000000000e+03,0,5.6000000000000000e+03,0,,,0,,0,,0,,0,,SYN - TRICHLOROFLUOROMETHANE.,,0,,0,,,0,,0,1.0000000000000000e+03,0,5.6000000000000000e+03,0,,SYN - TRICHLOROFLUOROMETHANE.
75718,75-71-8,DICHLORODIFLUOROMETHANE,1.2091000000000000e+02,1.0000000000000000e+03,0,4.9500000000000000e+03,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+03,0,4.9500000000000000e+03,0,,,0,,0,,0,,0,,NONE.
75741,75-74-1,TETRAMETHYL LEAD,2.6733999999999997e+02,6.8592429116480884e-03,1,7.4999999999999997e-02,0,,,0,,0,,0,,0,,NONE.,6.8592429116480884e-03,1,7.4999999999999997e-02,0,,,0,,0,,0,,0,,NONE.
75865,75-86-5,ACETONE CYANOHYDRIN,8.5120000000000005e+01,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,1.0000000000000000e+00,0,4.0000000000000000e+00,0,,VALUE BASED ON 15 MINUTES.
75990,75-99-0,"2,2-DICHLOROPROPIONIC ACID",1.4297000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+00,0,6.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
76039,76-03-9,TRICHLOROACETIC ACID,1.6338000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+00,0,7.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
76062,76-06-2,CHLOROPICRIN,1.6437000000000000e+02,1.0000000000000001e-01,0,6.9999999999999996e-01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000001e-01,0,6.9999999999999996e-01,0,,,0,,0,,0,,0,,NONE.
76119,76-11-9,"1,1,1,2-TETRACHLORO-2,2-DIFLUOROETHANE",,5.0000000000000000e+02,0,4.1700000000000000e+03,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+02,0,4.1700000000000000e+03,0,,,0,,0,,0,,0,,NONE.
76120,76-12-0,"1,1,2,2-TETRACHLORO-1,2-DIFLUOROETHANE",,5.0000000000000000e+02,0,4.1700000000000000e+03,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+02,0,4.1700000000000000e+03,0,,,0,,0,,0,,0,,NONE.
76131,76-13-1,"1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE",1.8737000000000000e+02,1.0000000000000000e+03,0,7.6000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+03,0,7.6000000000000000e+03,0,,1.2500000000000000e+03,0,9.5000000000000000e+03,0,,0,,0,,NONE.
76142,76-14-2,DICHLOROTETRAFLUOROETHANE,1.7091999999999999e+02,1.0000000000000000e+03,0,7.0000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+03,0,7.0000000000000000e+03,0,,,0,,0,,0,,0,,NONE.
76153,76-15-3,CHLOROPENTAFLUOROETHANE,1.5447000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+03,0,6.3200000000000000e+03,0,,,0,,0,,0,,0,,NONE.
76222,76-22-2,"CAMPHOR, SYNTHETIC",1.5225999999999999e+02,3.2116117168002101e-01,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,3.2116117168002101e-01,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
76380,76-38-0,METHOXYFLURANE,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,2.0000000000000000e+00,0,1.3500000000000000e+01,0,,VALUES BASED ON 60 MINUTES.
76448,76-44-8,HEPTACHLOR,3.7330000000000001e+02,3.2748459683900347e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,NONE.,3.2748459683900347e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,LOWEST FEASIBLE EXPOSURE.
77474,77-47-4,HEXACHLOROCYCLOPENTADIENE,2.7275000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e-02,0,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.
77736,77-73-6,DICYCLOPENTADIENE,1.3222000000000000e+02,,0,,0,,,0,,0,,0,,0,,,5.0000000000000000e+00,0,3.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
77781,77-78-1,DIMETHYL SULFATE,1.2614000000000000e+02,1.0000000000000000e+00,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,1.0000000000000001e-01,0,5.0000000000000000e-01,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
78002,78-00-2,TETRAETHYL LEAD,3.2347000000000003e+02,5.6689955791881770e-03,1,7.4999999999999997e-02,0,,,0,,0,,0,,0,,NONE.,5.6689955791881770e-03,1,7.4999999999999997e-02,0,,,0,,0,,0,,0,,NONE.
78104,78-10-4,ETHYL SILICATE,2.0837000000000000e+02,1.0000000000000000e+02,0,8.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+01,0,8.5000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
78308,78-30-8,TRIORTHOCRESYL PHOSPHATE,3.6838999999999999e+02,6.6369879747007260e-03,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.,6.6369879747007260e-03,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.
78342,78-34-2,DIOXATHION,4.5656000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0710530926931840e-02,1,2.0000000000000001e-01,0,,,0,,0,,0,,0,,SYN - DELNAV.
78591,78-59-1,ISOPHORONE,1.3822999999999999e+02,2.5000000000000000e+01,0,1.4000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,4.0000000000000000e+00,0,2.3000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
78820,78-82-0,ISOBUTYRONITRILE,6.9120000000000005e+01,,0,,0,,,0,,0,,0,,0,,,8.0000000000000000e+00,0,2.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
78831,78-83-1,ISOBUTYL ALCOHOL,7.4140000000000001e+01,1.0000000000000000e+02,0,3.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+01,0,1.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
78875,78-87-5,PROPYLENE DICHLORIDE,1.1298999999999999e+02,7.5000000000000000e+01,0,3.5000000000000000e+02,0,,,0,,0,,0,,0,,"SYN - 1,2-DICHLOROPROPANE.",,0,,0,,,0,,0,,0,,0,,"SYN - 1,2-DICHLOROPROPANE.  LOWEST FEASIBLE CONCENTRATION (0.03 PPM LIMIT OF QUANTITATION)."
78922,78-92-2,SEC-BUTYL ALCOHOL,7.4140000000000001e+01,1.5000000000000000e+02,0,4.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,3.0500000000000000e+02,0,,1.5000000000000000e+02,0,4.5500000000000000e+02,0,,0,,0,,NONE.
78933,78-93-3,METHYL ETHYL KETONE,7.2120000000000005e+01,2.0000000000000000e+02,0,5.9000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+02,0,5.9000000000000000e+02,0,,3.0000000000000000e+02,0,8.8500000000000000e+02,0,,0,,0,,SYN - 2-BUTANONE.
79005,79-00-5,"1,1,2-TRICHLOROETHANE",1.3340000000000001e+02,1.0000000000000000e+01,0,4.5000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+01,0,4.5000000000000000e+01,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
79016,79-01-6,TRICHLOROETHYLENE,1.3138000000000000e+02,1.0000000000000000e+02,0,5.3734151329243355e+02,1,,3.0000000000000000e+02,0,1.6120245398773006e+03,1,2.0000000000000000e+02,0,1.0746830265848671e+03,1,,VALUES FROM PEL TABLE Z-2: ACCEPTABLE MAXIMUM PEAK ABOVE THE ACCEPTABLE CEILING CONCENTRATION FOR AN 8-HOUR SHIFT: 300 PPM FOR 5 MINUTES IN ANY 2 HOURS.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
106923,106-92-3,ALLYL GLYCIDYL ETHER,1.1416000000000000e+02,,0,,0,,,0,,0,1.0000000000000000e+01,0,4.5000000000000000e+01,0,,NONE.,5.0000000000000000e+00,0,2.2000000000000000e+01,0,,1.0000000000000000e+01,0,4.4000000000000000e+01,0,,0,,0,,NONE.
106934,106-93-4,ETHYLENE DIBROMIDE,1.8788000000000000e+02,2.0000000000000000e+01,0,1.5368507157464214e+02,1,,5.0000000000000000e+01,0,3.8421267893660530e+02,1,3.0000000000000000e+01,0,2.3052760736196319e+02,1,,VALUES FROM THE PEL TABLE Z-2: ACEEPTABLE MAXIMUM PEAK ABOVE THE ACCEPTABLE CEILING CONCENTRATION FOR AN 8-HOUR SHIFT: 50 PPM/5MIN.,4.4999999999999998e-02,0,3.4579141104294475e-01,1,,,0,,0,1.3000000000000000e-01,0,9.9895296523517374e-01,1,,LOWEST FEASIBLE CONCENTRATION.  VALUE BASED ON 15 MINUTES.
106978,106-97-8,BUTANE,,,0,,0,,,0,,0,,0,,0,,,8.0000000000000000e+02,0,1.9000000000000000e+03,0,,,0,,0,,0,,0,,SYN - N-BUTANE.
106990,106-99-0,"1,3-BUTADIENE",5.4100000000000001e+01,1.0000000000000000e+00,0,2.2126789366053172e+00,1,,5.0000000000000000e+00,0,1.1063394683026585e+01,1,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION (0.19 PPM LIMIT OF QUANTITATION).
107028,107-02-8,ACROLEIN,5.6070000000000000e+01,1.0000000000000001e-01,0,2.5000000000000000e-01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000001e-01,0,2.5000000000000000e-01,0,,2.9999999999999999e-01,0,8.0000000000000004e-01,0,,0,,0,,NONE.
107039,107-03-9,1-PROPANETHIOL,7.6170000000000002e+01,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,5.0000000000000000e-01,0,1.6000000000000001e+00,0,,VALUE BASED ON 15 MINUTES.
107051,107-05-1,ALLYL CHLORIDE,7.6530000000000001e+01,1.0000000000000000e+00,0,3.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+00,0,3.0000000000000000e+00,0,,2.0000000000000000e+00,0,6.0000000000000000e+00,0,,0,,0,,NONE.
107062,107-06-2,ETHYLENE DICHLORIDE,9.8959999999999994e+01,5.0000000000000000e+01,0,2.0237218813905932e+02,1,,2.0000000000000000e+02,0,8.0948875255623727e+02,1,1.0000000000000000e+02,0,4.0474437627811864e+02,1,,"SYN - 1,2-DICHLOROETHANE. VALUES FROM THE PEL TABLE Z-2: ACCEPTABLE PEAK ABOVE THE ACCEPTABLE CEILING CONCENTRATION FOR AN 8-HOUR SHIFT: 200 PPM/5 MINUTES IN ANY 3 HOURS.",1.0000000000000000e+00,0,4.0000000000000000e+00,0,,2.0000000000000000e+00,0,8.0000000000000000e+00,0,,0,,0,,"SYN - 1,2-DICHLOROETHANE.  LOWEST FEASIBLE CONCENTRATION."
107073,107-07-3,ETHYLENE CHLOROHYDRIN,8.0519999999999996e+01,5.0000000000000000e+00,0,1.6000000000000000e+01,0,,,0,,0,,0,,0,,SYN - 2-CHLOROETHANOL.,,0,,0,,,0,,0,1.0000000000000000e+00,0,3.0000000000000000e+00,0,,SYN - 2-CHLOROETHANOL.
107120,107-12-0,PROPIONITRILE,5.5090000000000003e+01,,0,,0,,,0,,0,,0,,0,,,6.0000000000000000e+00,0,1.4000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
107131,107-13-1,ACRYLONITRILE,5.3070000000000000e+01,2.0000000000000000e+00,0,4.3411042944785274e+00,1,,,0,,0,1.0000000000000000e+01,0,2.1705521472392640e+01,1,,SEE 29 CFR 1910.1045.  [15 MINUTES.],1.0000000000000000e+00,0,2.1705521472392637e+00,1,,,0,,0,1.0000000000000000e+01,0,2.1705521472392640e+01,1,,VALUE BASED ON 15 MINUTES.
107153,107-15-3,ETHYLENEDIAMINE,6.0119999999999997e+01,1.0000000000000000e+01,0,2.5000000000000000e+01,0,,,0,,0,,0,,0,,"SYN - 1,2-DIAMINOETHANE.",1.0000000000000000e+01,0,2.5000000000000000e+01,0,,,0,,0,,0,,0,,"SYN - 1,2-DIAMINOETHANE."
107164,107-16-4,GLYCOLONITRILE,5.7060000000000002e+01,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,2.0000000000000000e+00,0,5.0000000000000000e+00,0,,VALUE BASED ON 15 MINUTES
107186,107-18-6,ALLYL ALCOHOL,5.8090000000000003e+01,2.0000000000000000e+00,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+00,0,5.0000000000000000e+00,0,,4.0000000000000000e+00,0,1.0000000000000000e+01,0,,0,,0,,NONE.
107197,107-19-7,PROPARGYL ALCOHOL,5.6070000000000000e+01,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+00,0,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
107200,107-20-0,CHLOROACETALDEHYDE,7.8500000000000000e+01,,0,,0,,,0,,0,1.0000000000000000e+00,0,3.0000000000000000e+00,0,,NONE.,,0,,0,,,0,,0,1.0000000000000000e+00,0,3.0000000000000000e+00,0,,NONE.
107313,107-31-3,METHYL FORMATE,6.0060000000000002e+01,1.0000000000000000e+02,0,2.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,2.5000000000000000e+02,0,,1.5000000000000000e+02,0,3.7500000000000000e+02,0,,0,,0,,NONE.
107415,107-41-5,HEXYLENE GLYCOL,1.1820000000000000e+02,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,2.5000000000000000e+01,0,1.2500000000000000e+02,0,,NONE.
107493,107-49-3,TEPP,2.9022000000000003e+02,4.2123216869960718e-03,1,5.0000000000000003e-02,0,,,0,,0,,0,,0,,NONE.,4.2123216869960718e-03,1,5.0000000000000003e-02,0,,,0,,0,,0,,0,,NONE.
107664,107-66-4,DIBUTYL PHOSPHATE,2.1024000000000001e+02,1.0000000000000000e+00,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+00,0,5.0000000000000000e+00,0,,2.0000000000000000e+00,0,1.0000000000000000e+01,0,,0,,0,,NONE.
107879,107-87-9,METHYL PROPYL KETONE,8.6150000000000006e+01,2.0000000000000000e+02,0,7.0000000000000000e+02,0,,,0,,0,,0,,0,,SYN - 2-PENTANONE.,1.5000000000000000e+02,0,5.3000000000000000e+02,0,,,0,,0,,0,,0,,SYN - 2-PENTANONE.
107982,107-98-2,PROPYLENE GLYCOL MONOMETHYL ETHER,,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+02,0,3.6000000000000000e+02,0,,1.5000000000000000e+02,0,5.4000000000000000e+02,0,,0,,0,,NONE.
108032,108-03-2,1-NITROPROPANE,8.9109999999999999e+01,2.5000000000000000e+01,0,9.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,2.5000000000000000e+01,0,9.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
108054,108-05-4,VINYL ACETATE,8.6099999999999994e+01,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,4.0000000000000000e+00,0,1.5000000000000000e+01,0,,VALUE BASED ON 15 MINUTES.
108101,108-10-1,METHYL ISOBUTYL KETONE,1.0018000000000001e+02,1.0000000000000000e+02,0,4.1000000000000000e+02,0,,,0,,0,,0,,0,,SYN - HEXONE.,5.0000000000000000e+01,0,2.0500000000000000e+02,0,,7.5000000000000000e+01,0,3.0000000000000000e+02,0,,0,,0,,SYN - HEXONE.
108112,108-11-2,METHYL ISOBUTYL CARBINOL,1.0220000000000000e+02,2.5000000000000000e+01,0,1.0000000000000000e+02,0,,,0,,0,,0,,0,,SYN - METHYL AMYL ALCOHOL.,2.5000000000000000e+01,0,1.0000000000000000e+02,0,,4.0000000000000000e+01,0,1.6500000000000000e+02,0,,0,,0,,SYN - METHYL AMYL ALCOHOL.
108189,108-18-9,DIISOPROPYLAMINE,1.0122000000000000e+02,5.0000000000000000e+00,0,2.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+00,0,2.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
108203,108-20-3,ISOPROPYL ETHER,1.0220000000000000e+02,5.0000000000000000e+02,0,2.1000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+02,0,2.1000000000000000e+03,0,,,0,,0,,0,,0,,NONE.
108214,108-21-4,ISOPROPYL ACETATE,1.0215000000000001e+02,2.5000000000000000e+02,0,9.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
108247,108-24-7,ACETIC ANHYDRIDE,1.0209999999999999e+02,5.0000000000000000e+00,0,2.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,5.0000000000000000e+00,0,2.0000000000000000e+01,0,,NONE.
108316,108-31-6,MALEIC ANHYDRIDE,9.8060000000000002e+01,2.5000000000000000e-01,0,1.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,2.5000000000000000e-01,0,1.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
108383,108-38-3,M-XYLENE,1.0618000000000001e+02,1.0000000000000000e+02,0,4.3500000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,4.3500000000000000e+02,0,,1.5000000000000000e+02,0,6.5500000000000000e+02,0,,0,,0,,NONE.
108394,108-39-4,M-CRESOL,1.0815000000000001e+02,5.0000000000000000e+00,0,2.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,2.2999999999999998e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
108463,108-46-3,RESORCINOL,1.1012000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+01,0,4.5000000000000000e+01,0,,2.0000000000000000e+01,0,9.0000000000000000e+01,0,,0,,0,,NONE.
108678,108-67-8,"1,3,5-TRIMETHYLBENZENE",1.2020999999999999e+02,,0,,0,,,0,,0,,0,,0,,,2.5000000000000000e+01,0,1.2500000000000000e+02,0,,,0,,0,,0,,0,,NONE.
108838,108-83-8,DIISOBUTYL KETONE,1.4227000000000001e+02,5.0000000000000000e+01,0,2.9000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,2.5000000000000000e+01,0,1.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
108849,108-84-9,SEC-HEXYL ACETATE,,5.0000000000000000e+01,0,3.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+01,0,3.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
108872,108-87-2,METHYLCYCLOHEXANE,9.8209999999999994e+01,5.0000000000000000e+02,0,2.0000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,4.0000000000000000e+02,0,1.6000000000000000e+03,0,,,0,,0,,0,,0,,NONE.
108883,108-88-3,TOLUENE,9.2150000000000006e+01,2.0000000000000000e+02,0,7.5378323108384461e+02,1,,5.0000000000000000e+02,0,1.8844580777096114e+03,1,3.0000000000000000e+02,0,1.1306748466257668e+03,1,,VALUES FROM PEL TABLE Z-2: ACCEPTABLE MAXIMUM PEAK ABOVE THE ACCEPTABLE CEILING CONCENTRATION FOR AN 8-HOUR SHIFT: 500 PPM/10 MINUTES.,1.0000000000000000e+02,0,3.7500000000000000e+02,0,,1.5000000000000000e+02,0,5.6000000000000000e+02,0,,0,,0,,
108907,108-90-7,CHLOROBENZENE,1.1256000000000000e+02,7.5000000000000000e+01,0,3.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
108918,108-91-8,CYCLOHEXYLAMINE,9.9200000000000003e+01,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+01,0,4.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
108930,108-93-0,CYCLOHEXANOL,1.0018000000000001e+02,5.0000000000000000e+01,0,2.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+01,0,2.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
108941,108-94-1,CYCLOHEXANONE,9.8159999999999997e+01,5.0000000000000000e+01,0,2.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,2.5000000000000000e+01,0,1.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
108952,108-95-2,PHENOL,9.4120000000000005e+01,5.0000000000000000e+00,0,1.9000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+00,0,1.9000000000000000e+01,0,,,0,,0,1.5600000000000000e+01,0,6.0000000000000000e+01,0,,VALUE BASED ON 15 MINUTES.
108985,108-98-5,PHENYL MERCAPTAN,1.1018000000000001e+02,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,1.0000000000000001e-01,0,5.0000000000000000e-01,0,,VALUE IS BASED ON 15 MINUTES.
109604,109-60-4,N-PROPYL ACETATE,1.0215000000000001e+02,2.0000000000000000e+02,0,8.4000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+02,0,8.4000000000000000e+02,0,,2.5000000000000000e+02,0,1.0500000000000000e+03,0,,0,,0,,NONE.
109660,109-66-0,PENTANE,7.2170000000000002e+01,1.0000000000000000e+03,0,2.9500000000000000e+03,0,,,0,,0,,0,,0,,SYN - N-PENTANE. VALUE IS BASED ON 15 MINUTES,1.2000000000000000e+02,0,3.5000000000000000e+02,0,,,0,,0,6.1000000000000000e+02,0,1.8000000000000000e+03,0,,SYN - N-PENTANE. VALUE BASED ON 15 MINUTES.
109739,109-73-9,BUTYLAMINE,7.3159999999999997e+01,,0,,0,,,0,,0,5.0000000000000000e+00,0,1.5000000000000000e+01,0,,SYN - N-BUTYLAMINE.,,0,,0,,,0,,0,5.0000000000000000e+00,0,1.5000000000000000e+01,0,,SYN - N-BUTYLAMINE.
109740,109-74-0,N-BUTYRONITRILE,6.9120000000000005e+01,,0,,0,,,0,,0,,0,,0,,,8.0000000000000000e+00,0,2.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
109773,109-77-3,MALONONITRILE,6.6069999999999993e+01,,0,,0,,,0,,0,,0,,0,,,3.0000000000000000e+00,0,8.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
109795,109-79-5,BUTYL MERCAPTAN,9.0200000000000003e+01,1.0000000000000000e+01,0,3.5000000000000000e+01,0,,,0,,0,,0,,0,,SYN - BUTANETHIOL; N-BUTYL MERCAPTAN.,,0,,0,,,0,,0,5.0000000000000000e-01,0,1.8000000000000000e+00,0,,SYN - BUTANETHIOL; N-BUTYL MERCAPTAN.  VALUES BASED ON 15 MINUTES.
109864,109-86-4,2-METHOXYETHANOL,7.6109999999999999e+01,2.5000000000000000e+01,0,8.0000000000000000e+01,0,,,0,,0,,0,,0,,SYN - METHYL CELLOSOLVE.,1.0000000000000001e-01,0,2.9999999999999999e-01,0,,,0,,0,,0,,0,,SYN - METHYL CELLOSOLVE.
109875,109-87-5,METHYLAL,7.6109999999999999e+01,1.0000000000000000e+03,0,3.1000000000000000e+03,0,,,0,,0,,0,,0,,SYN - DIMETHOXYMETHANE.,1.0000000000000000e+03,0,3.1000000000000000e+03,0,,,0,,0,,0,,0,,SYN - DIMETHOXYMETHANE.
109897,109-89-7,DIETHYLAMINE,7.3159999999999997e+01,2.5000000000000000e+01,0,7.5000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+01,0,3.0000000000000000e+01,0,,2.5000000000000000e+01,0,7.5000000000000000e+01,0,,0,,0,,NONE.
